time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,datetimes
2023-01-30 15:00:00,23300.06,23065.11,23285.1,4176.81,96776332.62,23178.25,direct,,2023-01-30
2023-01-30 16:00:00,23239.01,23116.91,23178.25,2811.74,65171908.51,23170.94,direct,,2023-01-30
2023-01-30 17:00:00,23231.62,23092.02,23170.94,2483.42,57531203.82,23108.2,direct,,2023-01-30
2023-01-30 18:00:00,23172.28,23079.97,23108.2,2451.49,56688801.7,23136.68,direct,,2023-01-30
2023-01-30 19:00:00,23139.7,22683.71,23136.68,6228.53,142057574.03,22790.1,direct,,2023-01-30
2023-01-30 20:00:00,22811.0,22609.72,22790.1,5180.36,117581396.29,22693.42,direct,,2023-01-30
2023-01-30 21:00:00,22788.16,22693.21,22693.42,2473.08,56269638.79,22750.58,direct,,2023-01-30
2023-01-30 22:00:00,22770.19,22577.01,22750.58,3121.01,70827198.99,22732.61,direct,,2023-01-30
2023-01-30 23:00:00,22839.95,22715.72,22732.61,2761.64,62914118.5,22833.34,direct,,2023-01-30
2023-01-31 00:00:00,22865.33,22725.41,22833.34,2338.86,53330446.67,22834.5,direct,,2023-01-31
2023-01-31 01:00:00,22859.97,22763.29,22834.5,1660.55,37896554.86,22835.75,direct,,2023-01-31
2023-01-31 02:00:00,22903.06,22823.14,22835.75,1491.22,34111856.99,22862.21,direct,,2023-01-31
2023-01-31 03:00:00,22867.5,22821.61,22862.21,1033.08,23600700.01,22833.99,direct,,2023-01-31
2023-01-31 04:00:00,22862.7,22804.24,22833.99,893.13,20393460.4,22862.7,direct,,2023-01-31
2023-01-31 05:00:00,22867.56,22766.55,22862.7,992.64,22660185.08,22768.11,direct,,2023-01-31
2023-01-31 06:00:00,22863.16,22749.08,22768.11,1351.78,30818846.53,22812.28,direct,,2023-01-31
2023-01-31 07:00:00,22984.33,22811.95,22812.28,1616.79,37053609.08,22975.57,direct,,2023-01-31
2023-01-31 08:00:00,22989.42,22840.42,22975.57,1939.29,44441778.25,22910.33,direct,,2023-01-31
2023-01-31 09:00:00,22936.41,22885.78,22910.33,949.44,21751873.83,22894.66,direct,,2023-01-31
2023-01-31 10:00:00,22906.81,22819.47,22894.66,1260.58,28825451.35,22829.68,direct,,2023-01-31
2023-01-31 11:00:00,22876.43,22814.3,22829.68,966.82,22087219.79,22862.76,direct,,2023-01-31
2023-01-31 12:00:00,22916.58,22854.44,22862.76,1364.59,31232442.77,22897.6,direct,,2023-01-31
2023-01-31 13:00:00,23116.07,22888.61,22897.6,4203.75,96693261.29,23115.41,direct,,2023-01-31
2023-01-31 14:00:00,23182.43,23064.05,23115.41,4322.13,99929340.1,23128.09,direct,,2023-01-31
2023-01-31 15:00:00,23196.98,23083.14,23128.09,3112.94,72024274.36,23120.52,direct,,2023-01-31
2023-01-31 16:00:00,23210.13,23088.05,23120.52,3152.61,72948005.33,23111.19,direct,,2023-01-31
2023-01-31 17:00:00,23178.99,23092.64,23111.19,1291.1,29869393.58,23150.54,direct,,2023-01-31
2023-01-31 18:00:00,23186.22,23122.42,23150.54,1501.87,34776380.81,23173.14,direct,,2023-01-31
2023-01-31 19:00:00,23187.25,23095.94,23173.14,2000.93,46319115.59,23167.42,direct,,2023-01-31
2023-01-31 20:00:00,23172.28,23059.45,23167.42,2290.08,52928943.54,23101.08,direct,,2023-01-31
2023-01-31 21:00:00,23119.74,22835.45,23101.08,4190.48,96175710.16,22945.33,direct,,2023-01-31
2023-01-31 22:00:00,23271.14,22882.1,22945.33,3286.25,75861098.06,23181.32,direct,,2023-01-31
2023-01-31 23:00:00,23185.44,23088.71,23181.32,2535.4,58631786.45,23129.7,direct,,2023-01-31
2023-02-01 00:00:00,23160.54,23010.04,23129.7,2296.61,53012226.92,23083.11,direct,,2023-02-01
2023-02-01 01:00:00,23178.67,23059.13,23083.11,1543.39,35664120.26,23126.26,direct,,2023-02-01
2023-02-01 02:00:00,23128.64,23080.26,23126.26,872.96,20166230.48,23103.17,direct,,2023-02-01
2023-02-01 03:00:00,23131.79,23043.03,23103.17,733.97,16948439.46,23129.64,direct,,2023-02-01
2023-02-01 04:00:00,23154.28,23109.37,23129.64,671.9,15544699.7,23134.67,direct,,2023-02-01
2023-02-01 05:00:00,23164.0,23114.47,23134.67,530.33,12273171.02,23120.9,direct,,2023-02-01
2023-02-01 06:00:00,23129.87,23052.18,23120.9,863.63,19951557.02,23064.88,direct,,2023-02-01
2023-02-01 07:00:00,23113.72,23022.71,23064.88,670.33,15463713.46,23079.51,direct,,2023-02-01
2023-02-01 08:00:00,23086.98,22948.95,23079.51,1106.75,25455436.17,22980.91,direct,,2023-02-01
2023-02-01 09:00:00,23016.67,22931.36,22980.91,810.93,18635252.29,22995.34,direct,,2023-02-01
2023-02-01 10:00:00,23009.04,22951.68,22995.34,738.88,16984494.81,22999.48,direct,,2023-02-01
2023-02-01 11:00:00,23094.42,22993.75,22999.48,889.51,20510340.31,23074.3,direct,,2023-02-01
2023-02-01 12:00:00,23101.51,23051.35,23074.3,694.16,16023547.29,23059.32,direct,,2023-02-01
2023-02-01 13:00:00,23136.04,23021.53,23059.32,1832.78,42318974.94,23086.37,direct,,2023-02-01
2023-02-01 14:00:00,23140.64,23041.95,23086.37,1867.5,43138328.46,23097.61,direct,,2023-02-01
2023-02-01 15:00:00,23106.97,22951.72,23097.61,2718.71,62609475.26,22983.19,direct,,2023-02-01
2023-02-01 16:00:00,23035.74,22938.4,22983.19,1875.09,43118562.41,23002.63,direct,,2023-02-01
2023-02-01 17:00:00,23038.6,22942.01,23002.63,1763.54,40544794.37,22992.72,direct,,2023-02-01
2023-02-01 18:00:00,23117.71,22952.04,22992.72,2685.18,61873314.34,23071.59,direct,,2023-02-01
2023-02-01 19:00:00,23492.28,22792.33,23071.59,10361.52,239931232.91,23387.34,direct,,2023-02-01
2023-02-01 20:00:00,23650.74,23332.34,23387.34,6729.35,158072631.1,23558.1,direct,,2023-02-01
2023-02-01 21:00:00,23788.77,23540.5,23558.1,4254.33,100816044.82,23681.35,direct,,2023-02-01
2023-02-01 22:00:00,23799.9,23661.91,23681.35,2100.13,49858117.71,23715.85,direct,,2023-02-01
2023-02-01 23:00:00,23782.65,23691.62,23715.85,1562.68,37088249.59,23730.52,direct,,2023-02-01
2023-02-02 00:00:00,24229.18,23697.92,23730.52,6302.77,151081445.33,24193.75,direct,,2023-02-02
2023-02-02 01:00:00,24204.51,23956.49,24193.75,3011.47,72446085.83,23960.58,direct,,2023-02-02
2023-02-02 02:00:00,23991.76,23843.19,23960.58,2048.22,48977822.29,23889.13,direct,,2023-02-02
2023-02-02 03:00:00,23936.6,23862.59,23889.13,1136.67,27163288.93,23862.6,direct,,2023-02-02
2023-02-02 04:00:00,23910.24,23851.23,23862.6,986.82,23571346.31,23888.89,direct,,2023-02-02
2023-02-02 05:00:00,23924.51,23811.96,23888.89,1019.24,24322937.14,23812.95,direct,,2023-02-02
2023-02-02 06:00:00,23833.66,23685.94,23812.95,1625.16,38618736.59,23794.75,direct,,2023-02-02
2023-02-02 07:00:00,23836.38,23749.92,23794.75,760.21,18094160.46,23786.19,direct,,2023-02-02
2023-02-02 08:00:00,23856.19,23775.59,23786.19,1097.82,26144421.63,23806.5,direct,,2023-02-02
2023-02-02 09:00:00,23837.98,23759.5,23806.5,834.9,19867907.92,23837.36,direct,,2023-02-02
2023-02-02 10:00:00,23838.78,23779.38,23837.36,686.47,16339480.82,23787.16,direct,,2023-02-02
2023-02-02 11:00:00,23853.08,23782.5,23787.16,972.97,23181268.53,23828.22,direct,,2023-02-02
2023-02-02 12:00:00,23836.39,23774.3,23828.22,970.62,23105515.0,23807.12,direct,,2023-02-02
2023-02-02 13:00:00,23815.21,23726.02,23807.12,2009.73,47773740.93,23769.05,direct,,2023-02-02
2023-02-02 14:00:00,23940.5,23550.86,23769.05,4914.06,116891511.97,23599.72,direct,,2023-02-02
2023-02-02 15:00:00,23911.27,23569.1,23599.72,3880.64,92088537.16,23845.69,direct,,2023-02-02
2023-02-02 16:00:00,23902.83,23778.21,23845.69,2981.45,71098070.94,23797.95,direct,,2023-02-02
2023-02-02 17:00:00,23934.96,23789.13,23797.95,1795.86,42856894.65,23896.85,direct,,2023-02-02
2023-02-02 18:00:00,24134.91,23896.13,23896.85,4462.29,107287913.19,24062.47,direct,,2023-02-02
2023-02-02 19:00:00,24071.01,23742.07,24062.47,4105.98,97935454.82,23809.88,direct,,2023-02-02
2023-02-02 20:00:00,23863.77,23762.6,23809.88,2569.9,61179508.74,23861.61,direct,,2023-02-02
2023-02-02 21:00:00,23905.16,23478.21,23861.61,5163.86,122407840.2,23501.65,direct,,2023-02-02
2023-02-02 22:00:00,23615.56,23423.04,23501.65,2548.17,59962757.0,23567.87,direct,,2023-02-02
2023-02-02 23:00:00,23599.42,23445.26,23567.87,1967.33,46264829.89,23470.8,direct,,2023-02-02
2023-02-03 00:00:00,23588.44,23452.76,23470.8,1825.47,42972358.36,23563.06,direct,,2023-02-03
2023-02-03 01:00:00,23594.65,23538.15,23563.06,795.13,18742175.82,23564.12,direct,,2023-02-03
2023-02-03 02:00:00,23585.29,23428.21,23564.12,1220.34,28677191.88,23485.3,direct,,2023-02-03
2023-02-03 03:00:00,23538.42,23426.77,23485.3,1156.74,27170735.39,23537.51,direct,,2023-02-03
2023-02-03 04:00:00,23565.01,23519.31,23537.51,588.09,13843908.28,23521.08,direct,,2023-02-03
2023-02-03 05:00:00,23551.4,23512.93,23521.08,547.99,12892406.49,23529.4,direct,,2023-02-03
2023-02-03 06:00:00,23554.73,23518.09,23529.4,374.04,8802199.39,23520.61,direct,,2023-02-03
2023-02-03 07:00:00,23547.65,23456.4,23520.61,1001.56,23527594.32,23458.2,direct,,2023-02-03
2023-02-03 08:00:00,23471.63,23358.68,23458.2,3045.48,71247129.42,23425.23,direct,,2023-02-03
2023-02-03 09:00:00,23446.58,23404.84,23425.23,790.16,18510804.24,23422.44,direct,,2023-02-03
2023-02-03 10:00:00,23441.23,23367.45,23422.44,765.16,17912928.57,23434.66,direct,,2023-02-03
2023-02-03 11:00:00,23539.73,23423.19,23434.66,1168.88,27445856.03,23536.05,direct,,2023-02-03
2023-02-03 12:00:00,23565.16,23493.92,23536.05,911.81,21455135.0,23528.95,direct,,2023-02-03
2023-02-03 13:00:00,23545.14,23280.75,23528.95,4472.2,104532633.7,23343.91,direct,,2023-02-03
2023-02-03 14:00:00,23577.48,23256.44,23343.91,4114.12,96424072.75,23518.73,direct,,2023-02-03
2023-02-03 15:00:00,23691.62,23425.58,23518.73,5200.9,122725352.45,23608.44,direct,,2023-02-03
2023-02-03 16:00:00,23709.93,23525.86,23608.44,2276.41,53785322.73,23529.59,direct,,2023-02-03
2023-02-03 17:00:00,23662.96,23515.02,23529.59,1484.95,35010271.39,23520.45,direct,,2023-02-03
2023-02-03 18:00:00,23528.22,23379.78,23520.45,2184.76,51214467.14,23420.41,direct,,2023-02-03
2023-02-03 19:00:00,23440.5,23310.4,23420.41,1775.46,41519134.37,23314.12,direct,,2023-02-03
2023-02-03 20:00:00,23400.8,23230.74,23314.12,2195.53,51179207.41,23339.95,direct,,2023-02-03
2023-02-03 21:00:00,23392.58,23313.16,23339.95,956.15,22338149.88,23385.79,direct,,2023-02-03
2023-02-03 22:00:00,23444.3,23384.36,23385.79,1247.54,29203360.58,23433.56,direct,,2023-02-03
2023-02-03 23:00:00,23471.88,23414.25,23433.56,857.21,20096856.58,23437.21,direct,,2023-02-03
2023-02-04 00:00:00,23462.41,23394.65,23437.21,1019.68,23891077.5,23411.95,direct,,2023-02-04
2023-02-04 01:00:00,23442.09,23380.37,23411.95,514.17,12040208.15,23383.83,direct,,2023-02-04
2023-02-04 02:00:00,23399.13,23357.64,23383.83,457.52,10695636.69,23392.05,direct,,2023-02-04
2023-02-04 03:00:00,23394.84,23340.48,23392.05,400.51,9357581.18,23345.42,direct,,2023-02-04
2023-02-04 04:00:00,23358.05,23321.77,23345.42,330.55,7714967.22,23340.23,direct,,2023-02-04
2023-02-04 05:00:00,23340.55,23273.25,23340.23,428.29,9980372.26,23315.95,direct,,2023-02-04
2023-02-04 06:00:00,23348.24,23268.8,23315.95,478.53,11156775.64,23344.6,direct,,2023-02-04
2023-02-04 07:00:00,23357.46,23303.81,23344.6,598.12,13954164.93,23333.75,direct,,2023-02-04
2023-02-04 08:00:00,23346.5,23303.51,23333.75,409.0,9539466.11,23304.2,direct,,2023-02-04
2023-02-04 09:00:00,23352.13,23297.89,23304.2,634.6,14806142.49,23347.43,direct,,2023-02-04
2023-02-04 10:00:00,23368.11,23338.19,23347.43,312.14,7289065.05,23340.79,direct,,2023-02-04
2023-02-04 11:00:00,23376.7,23338.82,23340.79,271.34,6338876.94,23365.6,direct,,2023-02-04
2023-02-04 12:00:00,23419.29,23350.95,23365.6,468.3,10948493.69,23415.81,direct,,2023-02-04
2023-02-04 13:00:00,23582.26,23415.3,23415.81,1720.47,40463623.87,23506.04,direct,,2023-02-04
2023-02-04 14:00:00,23508.95,23408.75,23506.04,810.82,19015822.12,23468.36,direct,,2023-02-04
2023-02-04 15:00:00,23471.7,23394.47,23468.36,669.42,15685473.98,23423.34,direct,,2023-02-04
2023-02-04 16:00:00,23453.02,23375.03,23423.34,731.6,17130085.17,23410.6,direct,,2023-02-04
2023-02-04 17:00:00,23463.83,23402.38,23410.6,682.02,15979154.0,23446.88,direct,,2023-02-04
2023-02-04 18:00:00,23471.31,23413.87,23446.88,569.41,13350287.24,23452.57,direct,,2023-02-04
2023-02-04 19:00:00,23457.09,23425.22,23452.57,307.02,7196798.52,23431.84,direct,,2023-02-04
2023-02-04 20:00:00,23443.82,23400.86,23431.84,493.98,11569957.17,23414.95,direct,,2023-02-04
2023-02-04 21:00:00,23421.13,23387.51,23414.95,401.07,9388078.23,23420.87,direct,,2023-02-04
2023-02-04 22:00:00,23446.98,23401.67,23420.87,425.29,9961022.32,23410.8,direct,,2023-02-04
2023-02-04 23:00:00,23424.9,23283.31,23410.8,1178.52,27509028.09,23332.1,direct,,2023-02-04
2023-02-05 00:00:00,23370.79,23251.86,23332.1,1680.43,39166890.73,23283.98,direct,,2023-02-05
2023-02-05 01:00:00,23332.55,23273.85,23283.98,594.49,13857740.54,23323.06,direct,,2023-02-05
2023-02-05 02:00:00,23349.04,23301.47,23323.06,346.89,8093759.99,23301.48,direct,,2023-02-05
2023-02-05 03:00:00,23345.75,23299.37,23301.48,462.04,10777957.66,23345.23,direct,,2023-02-05
2023-02-05 04:00:00,23382.74,23337.27,23345.23,267.16,6240343.89,23376.09,direct,,2023-02-05
2023-02-05 05:00:00,23394.46,23371.94,23376.09,213.22,4985827.06,23383.4,direct,,2023-02-05
2023-02-05 06:00:00,23429.68,23355.16,23383.4,522.26,12221456.73,23400.17,direct,,2023-02-05
2023-02-05 07:00:00,23408.01,23373.35,23400.17,205.8,4813819.46,23388.63,direct,,2023-02-05
2023-02-05 08:00:00,23420.61,23376.4,23388.63,242.78,5679573.38,23401.53,direct,,2023-02-05
2023-02-05 09:00:00,23403.96,23368.1,23401.53,206.01,4817475.98,23370.79,direct,,2023-02-05
2023-02-05 10:00:00,23411.29,23370.02,23370.79,252.88,5914852.96,23403.58,direct,,2023-02-05
2023-02-05 11:00:00,23409.49,23360.81,23403.58,278.13,6504199.71,23368.38,direct,,2023-02-05
2023-02-05 12:00:00,23381.26,23055.56,23368.38,2228.52,51717725.86,23163.73,direct,,2023-02-05
2023-02-05 13:00:00,23217.42,23086.37,23163.73,1914.71,44325073.55,23174.13,direct,,2023-02-05
2023-02-05 14:00:00,23211.41,23154.73,23174.13,783.39,18161374.14,23169.22,direct,,2023-02-05
2023-02-05 15:00:00,23204.42,23078.33,23169.22,1093.07,25288253.11,23106.72,direct,,2023-02-05
2023-02-05 16:00:00,23158.15,23033.28,23106.72,1604.8,37062102.86,23083.09,direct,,2023-02-05
2023-02-05 17:00:00,23101.23,22836.5,23083.09,4305.82,98836028.11,22862.79,direct,,2023-02-05
2023-02-05 18:00:00,22937.04,22839.29,22862.79,2296.79,52550802.13,22852.35,direct,,2023-02-05
2023-02-05 19:00:00,22919.79,22796.98,22852.35,2368.49,54136527.05,22903.76,direct,,2023-02-05
2023-02-05 20:00:00,22938.45,22866.38,22903.76,921.37,21095918.95,22889.81,direct,,2023-02-05
2023-02-05 21:00:00,22903.41,22825.38,22889.81,1332.89,30480829.43,22902.81,direct,,2023-02-05
2023-02-05 22:00:00,23031.28,22899.69,22902.81,1684.04,38695998.87,22994.34,direct,,2023-02-05
2023-02-05 23:00:00,23004.24,22920.44,22994.34,1456.47,33441411.72,22940.79,direct,,2023-02-05
2023-02-06 00:00:00,23094.53,22935.88,22940.79,1545.82,35602642.82,23059.43,direct,,2023-02-06
2023-02-06 01:00:00,23066.39,22976.9,23059.43,720.32,16579876.14,22986.85,direct,,2023-02-06
2023-02-06 02:00:00,23009.67,22886.15,22986.85,843.5,19364813.04,22888.88,direct,,2023-02-06
2023-02-06 03:00:00,22928.97,22856.85,22888.88,1233.45,28236929.59,22901.87,direct,,2023-02-06
2023-02-06 04:00:00,22931.47,22881.7,22901.87,441.79,10121048.64,22882.0,direct,,2023-02-06
2023-02-06 05:00:00,22892.05,22665.36,22882.0,4317.38,98197905.64,22781.78,direct,,2023-02-06
2023-02-06 06:00:00,22804.85,22732.6,22781.78,1537.56,35015373.36,22792.67,direct,,2023-02-06
2023-02-06 07:00:00,22886.55,22767.43,22792.67,888.22,20279324.51,22881.79,direct,,2023-02-06
2023-02-06 08:00:00,22927.36,22849.92,22881.79,857.38,19622026.2,22867.32,direct,,2023-02-06
2023-02-06 09:00:00,22884.55,22826.14,22867.32,773.37,17674336.04,22838.33,direct,,2023-02-06
2023-02-06 10:00:00,22869.24,22818.37,22838.33,484.09,11056684.03,22846.09,direct,,2023-02-06
2023-02-06 11:00:00,22893.47,22750.25,22846.09,1682.51,38372985.4,22883.77,direct,,2023-02-06
2023-02-06 12:00:00,22929.45,22840.15,22883.77,1343.02,30737431.13,22890.5,direct,,2023-02-06
2023-02-06 13:00:00,22922.12,22821.23,22890.5,982.26,22461114.3,22833.0,direct,,2023-02-06
2023-02-06 14:00:00,22893.67,22787.93,22833.0,2589.24,59115200.55,22840.64,direct,,2023-02-06
2023-02-06 15:00:00,23038.95,22760.78,22840.64,2953.58,67534643.14,23030.67,direct,,2023-02-06
2023-02-06 16:00:00,23147.93,22936.39,23030.67,4342.97,100151590.64,22995.58,direct,,2023-02-06
2023-02-06 17:00:00,23065.2,22962.32,22995.58,1562.92,35976089.57,23036.35,direct,,2023-02-06
2023-02-06 18:00:00,23072.38,22962.48,23036.35,1741.27,40076701.74,23018.01,direct,,2023-02-06
2023-02-06 19:00:00,23115.23,22987.21,23018.01,1732.58,39918045.94,23029.19,direct,,2023-02-06
2023-02-06 20:00:00,23031.34,22976.12,23029.19,1175.99,27052160.76,23006.39,direct,,2023-02-06
2023-02-06 21:00:00,23009.62,22914.8,23006.39,1002.1,23009591.0,22919.54,direct,,2023-02-06
2023-02-06 22:00:00,22922.45,22854.49,22919.54,1166.74,26700692.38,22883.91,direct,,2023-02-06
2023-02-06 23:00:00,22886.42,22655.5,22883.91,4194.66,95399595.72,22761.44,direct,,2023-02-06
2023-02-07 00:00:00,22821.25,22752.6,22761.44,1443.97,32916430.88,22800.66,direct,,2023-02-07
2023-02-07 01:00:00,22859.75,22796.79,22800.66,917.43,20952504.31,22851.81,direct,,2023-02-07
2023-02-07 02:00:00,22885.63,22814.15,22851.81,820.74,18747844.14,22881.83,direct,,2023-02-07
2023-02-07 03:00:00,22894.85,22855.81,22881.83,671.11,15353084.72,22875.83,direct,,2023-02-07
2023-02-07 04:00:00,22922.65,22868.92,22875.83,632.02,14466438.94,22877.48,direct,,2023-02-07
2023-02-07 05:00:00,22944.36,22872.65,22877.48,595.87,13654323.87,22935.71,direct,,2023-02-07
2023-02-07 06:00:00,22979.21,22925.85,22935.71,573.69,13164092.06,22928.58,direct,,2023-02-07
2023-02-07 07:00:00,22956.82,22899.3,22928.58,501.43,11493276.68,22911.29,direct,,2023-02-07
2023-02-07 08:00:00,22919.01,22869.97,22911.29,640.72,14665802.41,22874.1,direct,,2023-02-07
2023-02-07 09:00:00,23025.87,22873.63,22874.1,1140.55,26183815.82,23010.5,direct,,2023-02-07
2023-02-07 10:00:00,23054.9,22978.94,23010.5,778.12,17912504.59,22987.87,direct,,2023-02-07
