b'gringotrader',36,2023-04-19 21:34:56+00:00,b'RT @BKEXGlobal:  #BKEX New Listing | @BCGGamesStudio\n\n#BCG/USDT will get listed on #BKEX \n\n Supported network: BEP20\n Trade: 18:00 on Apr.\xe2\x80\xa6',1648802385366482950,b'RT : New Listing | \n\n/USDT will get listed on \n\n Supported network: BEP20\n Trade: :00 on Apr.\xe2\x80\xa6'
b'tictoknextblock',319,2023-04-19 21:34:04+00:00,"b'  Block 786159    \n\n  19th Apr 2023, 21:33:33 GMT\n\n  3,695 tx with a value of 9,725.239 \xe2\x82\xbf ($282.26m  )\n\n  distribu\xe2\x80\xa6 https://t.co/NPLtirgsh4'",1648802167510429696,"b' Block \n\n th Apr , :33:33 GMT\n\n tx with a value of \xe2\x82\xbf ($282.26m )\n\n distribu\xe2\x80\xa6 '"
b'\xf0\x9f\x87\xb8\xf0\x9f\x87\xbb El Salvador Bitcoin Day Index \xf0\x9f\x87\xb8\xf0\x9f\x87\xbb',506,2023-04-19 21:30:06+00:00,"b'30 USD on #ElSalvador #BitcoinDay got you 63,900 sat. \nNow 63,900 sat are 18.58 USD (-38.08%)\n\n1 BTC = 29,066.00 US\xe2\x80\xa6 https://t.co/GiAqev0RTS'",1648801166564663297,b'30 USD on got you sat. \nNow sat are USD (-38.08%)\n\n1 BTC = US\xe2\x80\xa6 '
b'Bitcoin updates',7064,2023-04-19 21:28:21+00:00,"b'The $BTC price is at $29,133.52 right now.\n  Compared to the last tweet, the price has dropped by $65.08 (0.22%).\n \xe2\x80\xa6 https://t.co/T7ZDap9mJl'",1648800726355779586,"b'The $BTC price is at $29,133.52 right now.\n Compared to the last tweet, the price has dropped by $65.08 (0.22%).\n \xe2\x80\xa6 '"
b'Endeavor54 \xf0\x9f\xa6\x87\xf0\x9f\x94\x8a\xf0\x9f\x90\xbc\xe2\x9a\x94\xef\xb8\x8f\xf0\x9f\x91\x90\xf0\x9f\x8f\x88\xf0\x9f\xa6\xb8',14884,2023-04-19 21:25:43+00:00,b'RT @BKEXGlobal:  #BKEX New Listing | @pepecoineth\n\n#PEPE/USDT will get listed on #BKEX \n\n Supported network: ERC20\n Trade: 22:00 on Apr. 19\xe2\x80\xa6',1648800064704327680,b'RT : New Listing | \n\n/USDT will get listed on \n\n Supported network: ERC20\n Trade: :00 on Apr. \xe2\x80\xa6'
b'Bitcoin Price Ticker',189,2023-04-19 21:25:04+00:00,b'1\xe2\x82\xbf = $29141 -4.00% \n\nDetails:\nChange:  -1214.02$\n24H Low = $29159 \n24H High = $30415 \n\n#bitcoin #btc',1648799901642285059,b'1\xe2\x82\xbf = $29141 % \n\nDetailsnChange: $\n24H Low = $29159 \n24H High = $30415 \n\n '
b'zeed | pengen bigwin',248,2023-04-19 21:24:00+00:00,b'RT @MooniumToken: Fair launching tomorrow at 22:00 UTC Join our telegram group to stay tuned more information in our website\n\nhttps://t.co/\xe2\x80\xa6',1648799634226302977,b'RT : Fair launching tomorrow at :00 UTC Join our telegram group to stay tuned more information in our website\n\n'
b'\xf0\x9f\x8c\xbb\xf0\x9f\x92\xab - freetag!!',796,2023-04-19 21:21:52+00:00,b'RT @MooniumToken: Fair launching tomorrow at 22:00 UTC Join our telegram group to stay tuned more information in our website\n\nhttps://t.co/\xe2\x80\xa6',1648799096357158912,b'RT : Fair launching tomorrow at :00 UTC Join our telegram group to stay tuned more information in our website\n\n'
b'Jangkr1k',82,2023-04-19 21:20:51+00:00,b'RT @MooniumToken: Fair launching tomorrow at 22:00 UTC Join our telegram group to stay tuned more information in our website\n\nhttps://t.co/\xe2\x80\xa6',1648798839812530178,b'RT : Fair launching tomorrow at :00 UTC Join our telegram group to stay tuned more information in our website\n\n'
b'MurphyNFT',286,2023-04-19 21:20:12+00:00,b'RT @MooniumToken: Fair launching tomorrow at 22:00 UTC Join our telegram group to stay tuned more information in our website\n\nhttps://t.co/\xe2\x80\xa6',1648798677924823042,b'RT : Fair launching tomorrow at :00 UTC Join our telegram group to stay tuned more information in our website\n\n'
b'Liq Map \xf0\x9f\xa4\x96',320,2023-04-19 21:19:46+00:00,b'#bitcoin   liq zones for upper short and lower long positions as of \n\n 00:19 on 19.04.2023!  \n \n  @hyblockcapital &amp;\xe2\x80\xa6 https://t.co/3Nc4A06sQl',1648798568356904960,b' liq zones for upper short and lower long positions as of \n\n :19 on ! \n \n &ampxe2\x80\xa6 '
b'Happy Eid Mubarak \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb',198,2023-04-19 21:17:06+00:00,b'RT @MooniumToken: Fair launching tomorrow at 22:00 UTC Join our telegram group to stay tuned more information in our website\n\nhttps://t.co/\xe2\x80\xa6',1648797895955714050,b'RT : Fair launching tomorrow at :00 UTC Join our telegram group to stay tuned more information in our website\n\n'
b'\xf0\x9f\xaa\xb8NgTika\xf0\x9f\xaa\xb8',461,2023-04-19 21:16:59+00:00,b'RT @MooniumToken: Fair launching tomorrow at 22:00 UTC Join our telegram group to stay tuned more information in our website\n\nhttps://t.co/\xe2\x80\xa6',1648797869405790210,b'RT : Fair launching tomorrow at :00 UTC Join our telegram group to stay tuned more information in our website\n\n'
b'yaya',216,2023-04-19 21:16:50+00:00,b'RT @MooniumToken: Fair launching tomorrow at 22:00 UTC Join our telegram group to stay tuned more information in our website\n\nhttps://t.co/\xe2\x80\xa6',1648797830872698880,b'RT : Fair launching tomorrow at :00 UTC Join our telegram group to stay tuned more information in our website\n\n'
b'AndyNFT',188,2023-04-19 21:16:05+00:00,b'RT @MooniumToken: Fair launching tomorrow at 22:00 UTC Join our telegram group to stay tuned more information in our website\n\nhttps://t.co/\xe2\x80\xa6',1648797641667493889,b'RT : Fair launching tomorrow at :00 UTC Join our telegram group to stay tuned more information in our website\n\n'
b'Top Cryptocoins Ticker',963,2023-04-19 21:08:15+00:00,b'1: Bitcoin price is $29182.19 (-0.15% 1h)\n2: Ethereum price is $1975.67 (-0.14% 1h)\n3: Tether price is $1.00 (0.00%\xe2\x80\xa6 https://t.co/Li8xSKSQqO',1648795670482939905,b'1: Bitcoin price is $29182.19 (-0.15% h)\n2: Ethereum price is $1975.67 (-0.14% h)\n3: Tether price is $1.00 (0.00%\xe2\x80\xa6 '
b'Gmweb3.tez',253,2023-04-19 21:06:18+00:00,b'RT @BKEXGlobal:  #BKEX New Listing | @pepecoineth\n\n#PEPE/USDT will get listed on #BKEX \n\n Supported network: ERC20\n Trade: 22:00 on Apr. 19\xe2\x80\xa6',1648795179661533184,b'RT : New Listing | \n\n/USDT will get listed on \n\n Supported network: ERC20\n Trade: :00 on Apr. \xe2\x80\xa6'
b'tictoknextblock',319,2023-04-19 21:01:04+00:00,"b'  Block 786157    \n\n  19th Apr 2023, 21:00:19 GMT\n\n  1,887 tx with a value of 3,611.010 \xe2\x82\xbf ($105.63m  )\n\n  distribu\xe2\x80\xa6 https://t.co/nbSIeLRuSI'",1648793864197767168,"b' Block \n\n th Apr , :00:19 GMT\n\n tx with a value of \xe2\x82\xbf ($105.63m )\n\n distribu\xe2\x80\xa6 '"
b'EHT10C',31,2023-04-19 21:01:01+00:00,"b'   Wed, 19 Apr 2023 21:00:41 GMT - TOP 10 - $BTC: $29,242.00 +71.7% | $ETH: $1,980.51 +57.66% | $USDT: $1.00 | $BNB\xe2\x80\xa6 https://t.co/gHrCk2scga'",1648793849811091458,"b' Wed, Apr :00:41 GMT - TOP - $BTC: $29,242.00 +71.7% | $ETH: $1,980.51 +57.66% | $USDT: $1.00 | $BNB\xe2\x80\xa6 '"
b'EverTry',32,2023-04-19 21:00:47+00:00,"b'Bitcoin price alert 2023-04-19 22:00:46 GMT\nBTC: $29,240\nETH: $1,980\nADA: $0.41827\nDOGE: $0.089111\nLINK: $7.9584\nMA\xe2\x80\xa6 https://t.co/22xzEE9Poe'",1648793789023289345,"b'Bitcoin price alert -04-19 :00:46 GMT\nBTC: $29,240\nETH: $1,980\nADA: $0.41827\nDOGE: $0.089111\nLINK: $7.9584\nMA\xe2\x80\xa6 '"
b'btcdailyreturn',42,2023-04-19 21:00:45+00:00,b'\xe2\x82\xbf #BTC close price for 4h tf is 29228.08 USD (0.00%). Highest: 30413.53 USD. Lowest: 29000.00 USD. Price is 0.79% a\xe2\x80\xa6 https://t.co/4DlD276Tal',1648793780655357953,b'\xe2\x82\xbf close price for h tf is USD (0.00%). Highest: USD. Lowest: USD. Price is % a\xe2\x80\xa6 '
b'CoinOK',10383,2023-04-19 21:00:15+00:00,b'1 BTC Price: Bitstamp 29245 USD #BTC #Bitcoin 2023-04-19 17:00 https://t.co/ReMhupwR14',1648793657104035840,b'1 BTC Price: Bitstamp USD -04-19 :00 '
b'CarbonaraIndex',93,2023-04-19 21:00:04+00:00,"b'The price of\nSpaghetti alla Carbonara\nis 37,567 Satoshis\nor 0.00037567 BTC\n\n1 BTC = 29,254.40 USD\n1 USD = 3,418 Sat\xe2\x80\xa6 https://t.co/RtXbWNIi9F'",1648793609125130242,b'The price of\nSpaghetti alla Carbonara\nis Satoshis\nor BTC\n\n1 BTC = USD\n1 USD = Sat\xe2\x80\xa6 '
b'Bitcoin TX Fee Rates',2051,2023-04-19 21:00:03+00:00,b'Fastest: 19 sat/vB ($0.78)\nHalf Hour: 13 sat/vB ($0.53)\nHour: 10 sat/vB ($0.41)\nMinimum Fee: 1.00 sat/vB ($0.04)\nPe\xe2\x80\xa6 https://t.co/0kvzziT1sb',1648793606109425664,b'Fastest: sat/vB ($0.78)\nHalf Hour: sat/vB ($0.53)\nHour: sat/vB ($0.41)\nMinimum Fee: sat/vB ($0.04)\nPe\xe2\x80\xa6 '
b'Big Blockers',3025,2023-04-19 21:00:02+00:00,"b'The current price of Bitcoin is $29242.00.\nThe current price of BCash is $126.72, or 0.00433349 BTC.\nThe current pr\xe2\x80\xa6 https://t.co/GlEaE0xa1k'",1648793602292850689,"b'The current price of Bitcoin is $29242.00.\nThe current price of BCash is $126.72, or BTC.\nThe current pr\xe2\x80\xa6 '"
b'tictoknextblock',319,2023-04-19 20:46:03+00:00,"b'  Block 786155    \n\n  19th Apr 2023, 20:45:40 GMT\n\n  2,882 tx with a value of 5,367.651 \xe2\x82\xbf ($156.90m  )\n\n  distribu\xe2\x80\xa6 https://t.co/EZ31a1f5vR'",1648790084253282304,"b' Block \n\n th Apr , :45:40 GMT\n\n tx with a value of \xe2\x82\xbf ($156.90m )\n\n distribu\xe2\x80\xa6 '"
b'Eurexcoin.com',64,2023-04-19 20:44:10+00:00,b'1: Bitcoin price is $29207.39 (-0.25% 1h)\n2: Ethereum price is $1977.06 (-0.11% 1h)\n3: Tether price is $1.00 (-0.01\xe2\x80\xa6 https://t.co/nZeU2UHs5s',1648789610321829888,b'1: Bitcoin price is $29207.39 (-0.25% h)\n2: Ethereum price is $1977.06 (-0.11% h)\n3: Tether price is $1.00 (-0.01\xe2\x80\xa6 '
b'sebastian gomez rodriguez',7,2023-04-19 20:42:48+00:00,"""b""""RT @olvelez007: Do you want to know what's in my portfolio? Do you want to know what I believe is the opportunity of a lifetime? Here's the\xe2\x80\xa6""""""",1648789265885560832,"""b""""RT : Do you want to know what's in my portfolio? Do you want to know what I believe is the opportunity of a lifetime? Here's the\xe2\x80\xa6"""""""
b'Tom Quintana',95,2023-04-19 20:35:12+00:00,b'RT @BKEXGlobal:  #BKEX New Listing | @pepecoineth\n\n#PEPE/USDT will get listed on #BKEX \n\n Supported network: ERC20\n Trade: 22:00 on Apr. 19\xe2\x80\xa6',1648787354348408835,b'RT : New Listing | \n\n/USDT will get listed on \n\n Supported network: ERC20\n Trade: :00 on Apr. \xe2\x80\xa6'
b'\xf0\x9f\x87\xb8\xf0\x9f\x87\xbb El Salvador Bitcoin Day Index \xf0\x9f\x87\xb8\xf0\x9f\x87\xbb',506,2023-04-19 20:30:05+00:00,"b'30 USD on #ElSalvador #BitcoinDay got you 63,900 sat. \nNow 63,900 sat are 18.67 USD (-37.76%)\n\n1 BTC = 29,222.70 US\xe2\x80\xa6 https://t.co/HtMHFWuJfR'",1648786065308647428,b'30 USD on got you sat. \nNow sat are USD (-37.76%)\n\n1 BTC = US\xe2\x80\xa6 '
b'tictoknextblock',319,2023-04-19 20:29:05+00:00,"b'  Block 786151    \n\n  19th Apr 2023, 20:28:52 GMT\n\n  1,203 tx with a value of 2,247.167 \xe2\x82\xbf ($65.74m  )\n\n  distribut\xe2\x80\xa6 https://t.co/d97VSuN9lq'",1648785815361961985,"b' Block \n\n th Apr , :28:52 GMT\n\n tx with a value of \xe2\x82\xbf ($65.74m )\n\n distribut\xe2\x80\xa6 '"
b'Mute.io Customer Support',1354,2023-04-19 20:24:41+00:00,b'RT @BKEXGlobal:  #BKEX New Listing  \n\n#BKEX will list #MUTE/#USDT    @mute_io\n- Deposit: Opened\n- Trade: 20:00 on Nov 27 (UTC+8)\n- Withdraw\xe2\x80\xa6',1648784704349569026,b'RT : New Listing \n\n will list / \n- Deposit: Opened\n- Trade: :00 on Nov (UTC+8)\n- Withdraw\xe2\x80\xa6'
